id	length
95.87	387
91.33	392
99.23	392
90.33	393
98.64	221
98.77	163
97.72	263
96.88	128
98.72	390
75.00	336
83.85	390
97.19	392
98.98	392
90.05	392
95.31	341
95.91	391
90.18	397
98.21	391
93.16	190
85.86	297
84.68	359
86.97	284
98.55	207
99.35	153
98.47	391
98.72	391
97.67	387
95.06	243
95.32	235
99.74	391
95.37	389
98.72	391
96.93	391
84.81	395
84.59	331
88.83	394
98.47	391
98.71	388
98.21	391
96.20	263
98.36	122
98.72	391
96.16	391
97.19	391
99.23	391
95.49	399
94.17	360
97.37	38
90.59	85
98.44	385
97.70	391
78.32	369
96.97	33
96.17	392
98.98	391
95.77	189
94.40	125
97.44	390
81.15	122
98.33	60
90.75	227
84.85	165
83.33	78
98.97	390
96.92	390
96.41	390
99.23	390
96.20	316
94.51	255
93.13	131
82.74	394
100.00	231
96.84	95
81.44	334
99.23	390
98.20	388
84.48	393
97.95	391
100.00	34
98.57	280
100.00	109
81.69	355
91.54	390
98.25	57
94.83	58
96.92	390
98.77	163
94.55	165
96.95	131
94.12	102
98.10	211
96.88	160
91.25	80
98.46	390
90.08	242
99.23	390
99.49	390
86.49	385
95.32	385
94.17	240
98.10	211
99.31	145
89.77	215
98.46	390
94.33	388
90.00	390
97.44	390
95.45	154
94.84	155
95.45	154
94.84	155
95.45	154
94.84	155
97.44	78
100.00	42
97.18	390
93.98	83
98.96	193
99.13	115
98.65	74
98.20	389
98.97	389
88.92	388
93.57	389
97.66	385
99.23	389
97.36	341
96.66	389
96.14	389
91.52	389
98.20	389
98.45	386
79.24	289
82.01	389
99.49	389
93.84	341
98.46	389
99.23	389
96.15	390
97.94	389
96.66	389
94.86	389
97.37	76
97.87	47
98.20	389
97.41	386
89.20	389
92.89	380
97.39	383
97.42	388
97.42	388
97.17	389
92.99	385
88.85	269
100.00	34
96.13	388
98.97	388
96.74	184
98.14	161
83.11	302
85.31	388
97.16	388
96.91	388
94.59	388
93.81	388
96.65	179
91.62	179
97.42	388
91.24	388
98.45	388
80.88	387
83.67	196
83.16	386
97.18	213
97.92	144
97.94	388
85.26	380
98.70	386
88.31	385
86.98	384
87.89	388
99.46	185
98.71	388
95.61	387
99.74	388
94.79	211
93.65	126
95.58	385
91.30	138
98.97	388
89.59	221
90.00	120
89.09	385
97.86	374
98.19	387
93.02	387
98.71	387
97.06	34
97.52	202
98.21	168
97.93	387
97.93	387
88.63	387
99.48	387
97.93	386
74.87	378
98.45	387
82.83	367
98.71	387
99.22	387
89.08	293
87.03	316
88.57	105
86.45	214
97.33	75
100.00	45
95.56	135
100.00	44
93.97	116
100.00	44
95.45	110
93.10	58
96.88	385
93.48	92
96.90	387
98.97	387
91.73	387
94.74	285
98.48	329
98.45	387
97.93	387
79.46	224
96.79	249
100.00	134
96.06	254
96.40	139
98.41	251
95.83	96
96.20	237
95.83	96
85.71	77
85.71	77
99.22	386
97.40	385
97.67	387
87.31	386
97.15	386
97.14	35
97.31	186
89.03	383
99.74	386
90.43	188
93.33	150
97.89	331
100.00	37
97.67	386
94.95	198
97.14	175
100.00	43
96.11	386
97.67	386
84.39	378
85.64	390
86.49	111
96.15	78
94.00	50
98.67	376
94.23	104
96.62	385
96.10	385
98.44	385
98.96	385
98.70	385
97.27	183
98.58	141
97.40	385
81.32	380
99.74	385
95.33	214
95.92	147
88.40	181
98.69	382
86.73	226
99.61	255
98.35	121
91.62	191
91.62	191
98.45	388
83.44	163
98.44	385
91.22	205
98.18	385
85.12	383
97.92	385
91.69	385
95.00	40
97.37	380
94.27	384
98.04	51
92.00	225
100.00	32
100.00	385
98.60	143
97.94	388
95.06	385
82.86	385
98.44	385
98.44	384
95.83	384
99.74	385
99.22	384
93.51	385
97.64	382
98.96	384
86.84	114
97.66	384
91.63	227
90.98	133
98.44	128
84.10	195
87.67	146
81.36	177
81.67	180
80.31	127
88.31	385
98.18	384
99.48	384
89.58	384
96.43	280
100.00	63
97.92	384
84.97	386
84.90	384
98.18	384
85.92	213
89.42	189
94.27	384
97.14	384
95.77	71
86.84	76
97.66	384
98.96	384
97.92	384
89.58	384
97.38	382
98.44	384
97.75	355
91.58	273
95.51	89
93.23	192
95.08	244
88.71	381
91.02	334
80.97	226
96.17	209
100.00	138
91.41	384
96.61	384
98.44	384
83.64	379
98.43	382
91.62	382
97.71	218
88.76	89
96.09	384
96.09	384
95.57	384
95.31	384
94.81	385
95.05	384
98.44	384
98.70	384
98.17	383
99.48	383
99.22	383
95.26	380
96.81	188
97.39	153
86.16	383
96.58	380
85.71	63
95.82	383
90.74	324
91.08	381
76.62	355
96.08	383
92.43	383
91.32	380
99.48	383
98.96	383
93.44	122
74.63	272
90.83	120
95.16	289
95.49	133
100.00	36
97.14	35
97.14	35
92.73	385
100.00	29
96.87	383
91.35	208
92.05	88
97.50	160
96.25	160
95.29	85
95.31	128
86.20	384
80.16	247
84.40	282
96.59	323
96.10	77
97.91	382
96.34	382
97.96	49
99.21	382
93.72	382
85.09	342
99.74	379
99.74	382
97.64	382
95.81	382
97.19	178
83.82	136
100.00	175
97.13	174
98.69	382
84.51	368
94.24	382
100.00	28
81.35	386
97.91	382
99.48	382
97.33	225
98.77	163
90.24	379
93.23	384
98.17	382
90.27	113
98.95	382
99.19	369
99.69	327
97.37	38
90.11	283
98.43	382
98.84	172
96.51	172
96.86	382
86.13	382
98.69	381
80.55	293
95.54	381
91.07	280
82.81	384
98.43	381
98.43	381
89.71	379
94.06	387
84.04	332
78.18	362
85.22	379
97.38	381
98.69	381
89.33	150
98.68	379
98.65	74
93.72	382
92.19	256
100.00	102
97.90	381
80.00	180
96.85	381
74.53	212
98.15	270
97.06	68
81.15	382
96.84	380
98.16	381
98.43	382
96.03	378
86.76	370
86.70	376
98.69	381
83.40	247
96.06	381
81.15	366
89.50	381
97.74	266
100.00	109
82.53	372
98.69	381
99.57	232
87.14	381
96.26	374
95.53	380
99.21	380
98.16	380
86.32	117
95.79	380
96.84	380
92.46	358
97.39	153
99.12	114
99.04	104
98.68	380
98.16	380
100.00	380
98.16	380
85.00	80
73.81	378
96.54	289
95.79	380
95.93	221
91.67	168
100.00	32
85.06	261
88.22	382
90.84	382
98.95	380
98.16	380
88.70	301
98.16	380
91.57	83
97.83	46
91.94	124
93.14	379
85.54	242
98.15	379
100.00	379
87.03	239
93.28	134
100.00	28
97.84	232
100.00	118
97.36	379
98.15	379
91.01	189
95.49	244
96.43	56
90.26	380
99.20	376
99.23	261
100.00	56
99.47	379
93.14	379
92.08	379
90.74	378
98.42	379
79.72	355
95.77	378
99.21	378
97.62	378
77.59	232
99.74	378
95.35	43
98.41	378
98.98	293
98.70	77
89.50	181
95.78	379
97.88	378
97.62	378
98.41	378
97.61	377
93.92	378
100.00	378
99.21	378
82.48	371
98.41	378
98.68	378
93.39	378
97.09	378
86.24	378
98.11	371
86.91	191
98.13	375
99.47	378
95.50	378
87.17	374
93.39	378
93.09	376
99.21	378
96.41	306
96.67	90
97.61	376
99.20	377
98.14	377
97.35	378
99.20	377
90.91	121
87.70	122
98.41	377
96.02	377
98.33	180
97.81	183
93.24	340
89.58	144
97.61	377
98.91	367
89.66	377
82.23	377
98.67	377
97.54	284
95.24	378
99.73	377
100.00	36
100.00	36
98.67	375
91.26	389
98.94	377
99.73	375
98.41	377
99.56	228
97.30	148
98.41	189
98.94	94
100.00	46
97.61	377
92.72	261
99.47	376
93.65	315
85.05	214
97.85	186
99.37	158
96.54	376
98.94	376
95.21	376
100.00	148
98.31	118
97.98	99
91.93	347
90.35	373
84.21	380
83.99	381
96.01	376
97.11	380
82.18	404
97.74	266
89.37	367
98.94	376
98.14	376
83.74	369
87.62	210
98.94	376
84.99	373
99.73	376
98.67	376
96.45	169
98.94	94
98.84	86
94.41	376
83.63	342
90.96	343
96.39	83
76.88	372
98.93	373
91.69	349
96.69	121
100.00	197
99.30	142
77.57	379
81.87	375
84.00	375
94.41	376
93.07	375
89.52	372
94.92	374
97.04	372
98.13	375
92.80	375
83.12	391
84.80	375
93.33	375
84.58	214
97.33	375
99.20	374
97.07	375
82.63	190
95.88	291
87.97	266
98.40	375
98.39	373
93.58	218
97.86	140
99.19	246
98.37	246
96.43	112
93.02	129
90.70	129
90.77	379
99.73	375
82.31	373
94.13	375
82.91	357
93.87	375
90.16	61
90.16	61
90.16	61
90.16	61
90.16	61
90.16	61
90.16	61
95.41	109
93.09	376
98.40	375
92.00	50
92.00	50
92.00	50
92.00	50
92.00	50
92.00	50
96.15	52
84.76	105
99.05	210
98.53	136
99.47	374
97.59	374
79.61	358
81.62	370
99.73	374
96.58	234
99.20	125
94.92	374
98.66	374
97.30	185
98.76	161
97.86	374
94.42	233
95.95	148
90.71	183
88.89	72
97.77	179
97.77	179
98.13	374
98.93	374
99.15	353
96.59	176
93.62	47
90.11	374
85.26	95
98.40	374
87.20	375
93.85	374
95.17	373
97.59	374
96.79	374
93.85	374
90.20	204
94.67	375
82.02	228
99.20	374
98.81	168
100.00	146
85.33	375
92.72	151
98.93	374
90.32	217
95.71	140
97.06	374
96.69	242
94.67	244
98.86	263
97.14	105
100.00	87
97.33	374
97.06	374
82.82	262
98.12	373
98.39	373
91.72	314
85.79	373
94.74	76
98.39	373
98.12	373
96.65	358
93.30	373
79.40	233
98.39	373
98.62	218
89.81	108
95.38	130
98.49	265
89.07	375
82.01	239
97.32	373
88.20	373
88.74	364
98.93	373
96.25	373
97.32	373
99.52	209
98.05	154
97.58	372
95.97	124
95.70	372
97.85	372
91.58	368
98.92	372
91.13	372
93.85	65
86.10	374
97.58	372
97.58	372
97.58	372
98.85	347
98.88	178
100.00	101
100.00	67
89.81	373
98.92	372
81.97	294
80.61	98
92.97	370
93.99	316
97.85	372
99.63	269
98.12	372
98.61	288
100.00	83
93.33	60
93.58	218
97.74	133
79.68	374
87.63	372
94.89	372
78.21	335
97.64	127
96.30	54
98.39	372
91.05	190
96.51	372
93.17	205
95.12	164
91.94	248
88.72	257
96.43	56
99.57	234
100.00	50
100.00	50
100.00	50
100.00	50
96.21	369
97.85	372
80.95	147
99.19	372
98.39	372
97.30	37
97.30	371
89.78	274
96.23	371
95.42	371
91.67	276
97.57	370
96.23	371
97.57	371
87.60	371
99.19	371
91.64	371
93.80	371
93.80	371
93.80	371
91.23	171
98.10	210
99.19	124
87.60	371
94.61	371
90.57	318
94.67	169
89.47	190
97.57	371
96.91	356
98.54	274
98.94	94
100.00	129
99.12	113
98.26	115
100.00	35
97.22	36
100.00	31
91.95	87
99.19	370
98.28	58
80.71	368
79.89	368
91.93	322
92.66	368
84.82	224
89.95	378
98.11	371
98.92	370
84.43	366
98.11	370
82.18	303
81.91	304
94.35	177
79.36	373
79.41	374
79.41	374
96.43	280
76.61	295
98.38	370
87.33	371
96.36	55
98.38	370
92.97	370
77.74	337
97.84	370
98.65	370
98.38	370
95.95	370
99.19	370
99.44	180
97.53	81
100.00	74
89.16	369
98.38	370
84.97	366
81.54	298
95.91	367
96.75	369
88.35	369
97.66	171
85.14	370
85.64	369
84.07	364
94.04	369
97.02	369
98.64	369
96.47	368
84.28	369
84.00	75
84.85	66
83.05	354
98.10	369
91.55	142
97.56	369
98.68	151
97.40	154
91.22	205
82.71	214
84.72	301
84.39	301
83.50	303
82.84	303
82.84	303
88.42	190
85.91	369
94.85	369
99.73	369
100.00	33
83.20	369
92.70	370
89.46	370
98.37	369
95.12	369
98.88	178
99.38	160
88.28	367
93.22	369
99.73	367
95.90	366
81.07	206
96.21	369
98.92	369
98.10	368
95.12	369
92.06	340
97.29	369
97.29	369
91.83	367
95.39	369
94.04	369
84.28	369
89.70	369
98.64	369
97.56	369
100.00	369
92.95	369
98.37	369
95.12	369
96.48	369
86.03	358
98.63	365
93.50	200
92.36	301
98.91	368
77.44	133
78.53	326
96.75	369
93.75	368
93.51	370
89.83	59
90.38	52
86.56	372
96.23	292
98.77	81
98.90	365
98.57	349
90.03	321
96.20	368
82.23	377
97.56	369
98.64	368
91.47	258
89.77	176
79.29	367
84.11	151
95.12	369
87.95	365
97.95	341
100.00	36
98.10	369
98.55	207
96.47	368
78.76	306
81.91	304
98.83	171
92.82	181
94.57	368
97.56	164
98.10	368
98.64	368
100.00	28
97.55	368
100.00	76
96.47	368
99.73	368
97.55	368
98.68	304
96.77	62
92.12	368
96.47	368
97.28	368
93.83	81
94.57	221
74.49	294
96.69	121
99.46	367
96.73	367
98.63	364
93.26	341
100.00	141
97.28	367
94.55	165
78.57	336
100.00	41
76.72	335
98.91	367
97.79	136
95.35	86
97.18	71
96.58	351
97.86	187
96.43	168
99.73	367
98.64	367
94.81	366
99.46	367
89.16	369
88.89	369
87.34	316
96.48	142
91.55	367
96.46	367
98.37	367
84.95	372
98.64	367
99.18	367
89.86	365
88.56	367
96.64	327
85.28	360
98.36	366
94.54	366
96.99	366
91.04	67
91.04	67
91.04	67
92.65	204
91.26	183
91.86	172
91.91	173
90.98	122
87.14	140
97.81	366
97.81	365
98.09	366
98.63	366
96.45	366
98.10	369
96.45	366
99.18	366
91.55	367
86.30	73
92.86	182
90.74	162
99.16	358
96.99	366
92.08	366
95.63	366
96.45	366
94.79	96
87.72	114
93.18	44
95.36	366
96.46	254
100.00	48
98.91	366
96.73	367
98.91	366
96.72	366
88.52	366
96.99	366
91.53	59
98.91	366
86.75	151
97.81	366
97.46	236
98.44	64
96.83	63
98.63	366
93.17	366
92.08	366
90.98	366
97.27	366
98.63	366
83.56	365
96.72	366
99.45	366
99.18	366
94.55	367
88.89	315
98.08	365
99.18	365
99.49	195
96.30	162
81.66	338
96.44	365
98.63	365
100.00	365
98.90	365
80.91	372
74.87	187
87.76	147
82.07	357
91.39	151
90.73	151
90.73	151
90.07	151
90.07	151
90.07	151
93.70	365
98.35	364
90.28	144
96.97	363
99.45	365
83.88	397
74.80	369
99.18	364
97.53	364
77.83	230
96.70	364
98.34	361
98.63	364
94.31	369
95.92	49
80.65	93
95.12	41
85.12	242
96.25	80
88.64	361
93.48	353
98.63	364
97.80	364
94.23	364
98.35	364
95.29	170
88.08	193
89.95	199
89.56	364
83.84	359
92.03	364
88.27	179
98.90	364
95.07	365
96.98	364
98.63	364
91.78	73
100.00	150
99.02	102
96.15	78
98.77	243
98.20	111
96.97	363
98.07	363
89.78	362
92.01	363
96.14	363
98.41	189
97.06	68
93.94	66
95.92	49
97.52	363
76.96	217
87.33	363
96.97	363
97.80	363
97.52	363
95.32	363
98.90	363
87.36	348
92.58	364
84.89	364
98.62	363
85.14	350
89.81	363
98.62	363
98.35	363
95.57	361
98.62	363
89.81	363
72.52	353
98.90	363
88.71	62
88.71	62
88.71	62
88.71	62
88.71	62
88.71	62
88.71	62
96.30	216
98.37	123
99.17	363
97.78	361
86.43	361
77.96	363
97.80	363
97.25	363
89.01	364
92.86	364
98.07	363
97.24	145
96.95	361
95.58	362
93.37	362
98.90	362
93.94	363
95.82	311
97.79	362
97.79	362
97.51	362
96.14	363
99.00	100
95.86	362
85.91	362
98.42	190
97.18	142
98.34	362
82.76	203
91.95	236
98.07	362
96.93	228
97.50	40
95.87	121
98.90	362
85.79	359
96.58	263
83.54	79
96.95	361
96.95	361
96.40	361
91.74	363
86.91	191
96.68	361
84.15	366
81.59	364
98.66	224
98.50	133
99.17	361
78.74	174
96.08	153
89.20	361
98.34	361
97.23	361
94.62	316
96.23	106
93.99	316
96.23	106
92.42	66
93.62	47
91.49	47
96.40	361
98.62	362
98.60	358
98.61	361
98.33	359
87.16	148
96.40	361
90.58	361
92.31	364
93.63	361
88.37	361
85.64	202
91.60	119
94.32	88
98.89	361
96.95	361
90.21	388
97.78	361
93.06	360
81.28	187
98.06	360
97.50	360
98.06	360
94.25	87
96.67	360
98.89	360
98.18	329
86.21	232
99.06	318
88.69	274
88.32	274
100.00	128
85.77	239
86.49	222
83.74	246
98.24	341
100.00	44
96.94	360
90.56	360
98.06	360
99.16	359
75.50	298
93.61	360
95.48	155
91.56	154
81.32	364
98.89	360
97.50	360
98.89	360
98.89	360
96.11	360
99.28	278
94.67	75
97.50	360
98.89	360
97.50	360
99.17	360
98.46	130
97.27	110
98.02	101
96.39	360
82.27	344
92.13	343
91.84	343
98.06	360
99.44	360
98.61	360
96.94	360
91.39	360
79.26	217
88.11	370
98.61	360
98.89	359
89.27	354
98.33	360
91.94	360
87.36	174
98.06	360
98.05	359
99.72	359
88.27	358
98.89	359
99.16	359
86.26	364
96.09	358
93.31	359
91.64	359
95.22	356
96.94	359
96.94	359
96.10	359
96.03	252
80.22	359
91.99	362
82.09	363
81.56	358
87.29	362
78.47	339
97.77	359
93.18	264
99.16	359
79.60	353
94.43	359
99.16	359
99.16	359
98.89	359
98.33	359
98.05	359
97.21	359
98.60	358
93.78	193
94.81	135
98.26	115
92.45	53
93.28	119
97.77	358
96.93	358
93.02	358
84.33	351
83.02	324
98.32	358
92.74	358
98.32	358
86.52	141
97.77	358
93.75	48
98.55	344
98.04	357
98.04	358
94.76	210
97.49	358
98.31	177
98.84	172
95.89	73
96.28	188
96.58	117
98.60	358
92.96	142
98.60	358
85.17	344
87.50	344
97.56	287
87.65	81
98.87	355
89.01	355
98.31	356
94.12	357
79.87	313
97.76	357
95.24	357
97.48	357
96.92	357
96.08	357
96.70	91
86.27	357
98.04	357
97.20	357
97.22	360
97.48	357
98.04	357
94.40	357
95.50	289
96.88	64
99.44	357
98.04	357
90.34	352
93.28	357
93.28	357
90.00	160
94.92	59
99.16	357
95.83	336
91.32	357
84.47	367
87.18	78
85.31	354
96.26	187
85.35	314
98.88	357
99.72	357
98.82	170
97.50	160
98.31	356
79.56	367
81.41	355
83.88	304
82.46	325
93.26	356
92.70	356
99.44	356
90.06	352
98.87	355
95.22	356
98.59	213
97.16	141
93.54	356
98.50	333
92.13	356
97.46	354
81.84	369
97.75	356
86.40	331
98.60	356
98.59	355
97.50	40
97.50	40
85.00	180
95.00	60
88.16	76
99.08	217
100.00	103
98.31	356
90.11	374
98.03	356
86.79	265
99.72	356
93.75	112
98.88	356
95.35	86
87.78	90
98.31	356
86.20	355
97.18	355
98.92	278
98.59	71
100.00	355
94.93	355
99.15	355
98.58	352
97.41	347
85.35	355
78.86	350
89.61	154
100.00	290
100.00	57
84.23	222
98.03	355
98.59	355
87.50	80
98.31	355
96.06	355
95.77	355
93.24	355
97.75	355
96.06	355
96.32	299
84.73	131
90.36	280
98.87	355
98.87	355
97.11	277
96.25	80
97.46	355
98.59	355
98.93	187
99.39	163
94.08	355
99.72	354
90.96	354
91.72	145
91.59	107
93.48	46
87.88	330
87.11	349
95.20	354
91.43	175
97.74	354
94.55	55
98.37	184
98.77	162
97.46	354
98.59	354
93.09	188
92.81	153
96.89	354
95.76	354
99.72	354
97.74	354
97.74	354
98.55	69
94.65	355
98.31	354
98.02	354
97.46	354
96.02	327
95.72	327
95.21	355
81.89	359
95.47	353
98.02	354
98.59	354
98.80	333
97.46	118
95.71	70
96.88	256
100.00	53
97.74	354
84.29	331
98.87	354
97.74	354
80.41	97
98.02	353
98.87	353
93.19	191
96.35	137
94.93	355
99.43	353
82.14	140
83.87	124
86.00	100
96.89	354
94.33	353
96.79	218
94.95	218
91.24	354
98.46	130
97.73	44
97.73	353
93.41	91
81.45	345
87.82	353
90.86	197
98.32	179
98.28	116
99.43	353
89.66	232
95.95	74
83.28	317
84.14	353
98.30	353
90.72	194
97.73	353
92.49	173
97.16	352
86.45	332
97.17	353
82.33	283
99.15	353
98.87	353
83.73	338
97.14	350
96.88	353
100.00	350
99.72	353
96.89	354
97.17	353
94.90	353
97.45	353
98.87	353
100.00	30
87.25	353
97.73	353
95.07	203
99.07	107
97.73	353
98.58	352
94.42	269
90.06	352
83.85	130
100.00	28
95.60	182
100.00	133
89.59	221
78.81	335
97.16	352
90.64	171
96.59	352
96.02	352
75.69	288
99.43	352
97.73	352
97.16	352
97.16	352
88.10	210
97.99	349
99.15	352
76.82	358
99.15	352
97.30	259
80.63	351
98.30	352
98.86	352
95.14	144
99.43	352
96.59	293
96.36	55
91.69	325
97.99	348
92.61	352
89.86	276
92.12	165
91.91	346
86.93	352
90.60	351
98.29	351
98.86	351
93.10	348
93.12	349
98.69	305
93.45	351
87.50	128
95.88	170
93.84	146
97.72	351
93.71	350
99.15	351
98.29	351
97.15	351
99.43	351
99.15	351
98.58	351
96.39	83
98.86	351
98.29	351
99.43	351
96.58	351
98.86	351
99.70	329
91.98	162
98.86	351
98.29	351
81.27	267
98.86	351
93.18	132
85.78	225
97.44	195
98.11	106
94.59	351
96.30	351
94.86	350
90.86	350
99.43	351
96.89	257
95.45	44
100.00	28
87.74	212
88.27	196
87.43	175
82.74	226
84.62	182
88.64	88
98.86	350
92.29	350
90.15	132
93.54	294
98.15	54
76.87	281
98.00	350
84.54	304
97.71	350
83.43	350
94.07	354
93.79	354
93.50	354
95.48	177
93.01	186
99.14	350
98.57	350
96.57	350
97.72	351
88.35	352
97.71	350
96.29	350
96.93	163
98.00	350
98.86	350
75.28	352
98.55	344
98.00	350
87.26	314
86.36	66
87.54	353
85.95	242
91.14	350
99.49	196
97.62	126
98.86	350
99.14	350
94.85	97
90.00	350
97.99	348
97.71	350
94.29	350
97.71	349
96.39	277
89.36	329
98.28	349
94.84	349
97.42	349
89.01	91
99.71	349
95.13	349
98.85	349
99.43	349
97.40	77
81.96	327
93.12	349
93.12	349
98.28	349
98.85	349
94.18	189
100.00	63
95.42	349
99.71	349
89.83	59
91.69	349
95.69	348
99.43	349
93.80	129
85.96	349
98.85	349
87.50	344
96.85	349
98.57	349
91.33	150
98.28	348
89.94	348
100.00	227
99.15	118
93.18	44
97.22	36
77.25	334
97.70	348
95.98	348
97.13	348
89.68	349
94.54	348
98.85	348
97.04	135
84.98	213
92.53	348
98.56	348
99.43	348
76.47	323
99.43	348
82.37	346
94.12	255
100.00	44
95.11	348
86.00	250
97.70	348
89.66	348
97.13	348
98.56	347
98.85	348
97.13	348
98.54	343
93.97	348
92.26	155
90.53	95
88.31	231
97.26	73
97.13	348
95.40	348
95.98	348
96.55	348
98.56	348
95.62	137
97.22	108
95.60	91
93.68	348
98.85	348
97.41	348
93.88	147
98.10	105
98.78	82
86.18	152
98.56	347
98.56	347
97.98	347
79.40	301
99.42	347
98.85	347
97.41	347
99.42	345
99.42	347
88.71	186
100.00	344
96.25	347
92.94	85
100.00	132
98.51	67
96.83	63
96.83	63
97.12	347
97.98	347
98.27	347
97.69	347
97.71	349
97.44	39
100.00	32
94.74	38
98.26	344
97.98	347
86.74	347
98.27	347
92.44	344
81.85	259
95.39	347
97.98	347
97.69	347
98.27	347
96.83	347
87.28	346
96.82	346
95.10	347
99.13	346
98.67	75
88.05	343
93.93	346
90.17	346
81.03	348
96.20	79
95.57	158
85.19	324
98.27	346
86.71	346
86.42	346
85.84	346
84.97	346
99.13	346
95.09	346
78.72	188
98.55	346
97.98	346
93.98	133
95.61	342
95.95	346
98.84	346
93.31	344
99.65	287
98.86	88
92.86	70
94.29	350
96.53	346
98.84	346
91.04	346
96.84	348
97.67	344
97.68	345
100.00	156
99.30	143
90.72	345
97.68	345
97.67	344
86.67	345
91.91	346
99.42	345
99.13	345
97.50	320
98.55	345
87.17	343
98.84	345
99.13	344
93.06	346
98.55	345
86.90	168
94.49	345
87.25	298
87.43	334
90.77	336
85.76	309
83.28	341
99.71	345
96.33	327
96.33	327
97.97	345
99.13	345
97.68	345
99.13	345
84.62	351
83.54	237
91.03	234
81.82	341
98.72	156
92.00	150
83.77	345
97.07	341
84.77	348
96.23	345
90.14	345
99.13	345
98.55	345
89.68	339
84.25	273
83.88	273
89.95	199
89.45	199
89.45	199
87.89	190
91.35	347
97.10	345
87.20	125
98.91	183
96.23	159
95.34	343
93.88	343
97.38	343
98.54	343
84.44	302
97.30	74
91.57	344
80.80	349
99.13	344
84.87	337
92.59	81
93.62	47
96.51	344
95.28	339
97.97	344
97.97	344
92.71	343
92.98	114
90.62	96
97.84	232
94.87	117
94.77	344
97.09	344
99.42	344
99.13	344
93.90	344
95.34	322
85.51	345
89.31	346
98.26	344
97.97	344
84.44	360
97.49	199
99.01	101
81.55	233
99.42	344
86.67	285
98.26	344
93.46	107
94.74	342
95.35	344
97.33	75
88.89	81
84.72	288
90.87	208
97.44	313
97.65	298
100.00	30
99.13	344
97.71	131
98.17	109
100.00	54
97.67	344
94.52	347
97.67	343
98.83	343
94.17	343
92.08	341
87.65	251
96.08	204
97.27	110
97.95	341
97.45	314
99.71	340
82.58	356
85.63	341
98.11	53
97.22	36
99.13	343
98.83	343
96.47	340
99.13	343
92.35	340
94.46	343
95.34	343
98.54	343
98.54	343
97.96	343
98.54	343
94.12	136
98.83	343
97.96	343
97.67	343
98.25	343
96.21	343
88.89	342
97.73	44
97.08	343
99.42	343
98.78	328
97.67	343
94.75	343
100.00	114
100.00	100
97.89	95
99.42	343
94.03	335
95.73	117
87.42	151
99.42	343
95.35	86
95.32	342
93.86	342
92.59	135
97.50	40
97.44	234
100.00	64
83.43	344
97.95	342
98.25	342
91.22	148
99.12	342
99.12	342
87.12	163
97.31	335
99.42	342
97.95	342
98.54	342
86.63	344
86.79	212
98.25	342
78.82	203
99.12	342
97.08	342
99.12	342
99.42	342
89.42	274
87.83	345
91.23	342
93.86	342
99.41	170
98.74	159
94.75	343
86.05	337
96.75	277
93.86	342
83.14	344
97.06	34
94.74	342
97.08	342
91.19	261
97.66	342
90.72	97
98.24	340
96.48	341
91.79	195
97.95	341
97.36	341
88.10	210
93.55	341
90.91	341
99.44	179
89.26	121
91.79	341
95.42	284
96.61	59
98.77	326
99.12	341
99.12	341
98.83	341
98.73	157
99.32	146
83.28	341
96.14	285
81.23	341
99.12	341
89.74	341
95.31	341
96.60	235
95.58	113
97.65	341
96.50	314
97.07	341
97.95	341
91.50	341
98.53	341
89.34	244
96.48	341
98.53	341
95.89	341
98.83	341
100.00	217
98.29	117
98.25	343
96.41	195
96.12	103
97.93	338
99.41	341
98.24	341
99.28	277
96.30	54
92.98	57
98.83	341
100.00	68
96.77	341
85.00	340
99.41	340
98.24	340
96.18	340
97.06	340
97.65	340
96.47	340
94.84	155
99.41	340
90.41	73
90.62	64
89.33	75
97.87	47
99.12	340
98.24	340
99.12	340
94.08	169
94.44	36
99.71	340
99.71	340
99.40	334
98.82	340
97.35	340
97.65	340
99.71	340
75.84	327
82.35	170
97.35	340
91.20	341
98.53	339
97.94	339
99.41	339
97.64	339
98.53	339
96.76	339
89.83	59
89.83	59
89.83	59
89.83	59
89.83	59
89.83	59
89.83	59
99.12	339
97.35	339
91.74	339
92.04	339
94.39	321
83.76	234
94.99	339
97.35	339
82.43	296
90.52	116
95.65	345
96.76	339
97.31	297
96.17	339
91.38	174
91.39	151
88.33	60
94.96	139
98.23	339
98.53	339
84.96	339
83.42	199
98.23	339
94.03	67
86.22	341
85.19	243
96.76	339
99.05	317
92.54	335
93.51	339
86.43	339
98.53	339
97.64	339
100.00	339
83.17	303
97.94	339
84.48	335
96.17	339
97.94	339
84.96	339
90.86	339
94.62	186
93.81	339
98.82	339
98.53	339
90.83	218
95.87	339
93.37	332
99.41	339
95.58	339
90.83	338
95.56	338
83.01	259
94.67	338
98.81	336
100.00	75
95.87	339
99.41	338
96.45	338
91.16	249
98.82	338
99.11	338
97.80	227
98.17	109
88.17	338
96.18	262
97.44	78
73.87	333
88.55	332
98.82	338
97.63	338
88.17	338
96.51	172
98.66	149
88.27	196
98.52	338
97.34	338
97.04	338
84.07	339
99.70	338
98.82	338
98.82	338
78.37	319
94.29	333
76.77	310
88.68	53
94.44	36
91.12	338
94.97	338
87.28	338
80.23	172
98.52	338
98.52	338
98.81	337
89.87	227
98.52	337
97.92	337
88.54	157
100.00	102
100.00	89
98.65	74
96.43	56
92.74	179
93.65	126
93.85	65
93.85	65
97.63	337
97.92	337
99.11	337
