ID	HLT_pres	HLT_abs	NORA_pres	NORA_abs	effect_size	pvalue
gene_id_79075	5	11	12	6	-0.352941176471	0.0844146687268
gene_id_20174	8	8	14	4	-0.30303030303	0.151414615273
gene_id_71570	15	1	16	2	0.150537634409	1.0
gene_id_72759	16	0	17	1	0.484848484848	1.0
gene_id_3803	3	13	3	15	0.0357142857143	1.0
gene_id_11156	3	13	2	16	0.151724137931	0.648093841642
gene_id_8390	5	11	7	11	-0.0833333333333	0.728896841902
gene_id_15490	13	3	17	1	-0.316666666667	0.322580645161
gene_id_85422	2	14	0	18	0.5625	0.213903743316
gene_id_8393	5	11	6	12	-0.0237154150198	1.0
gene_id_8394	12	4	11	7	0.158102766798	0.476751946607
gene_id_85425	2	14	0	18	0.5625	0.213903743316
gene_id_50590	7	9	7	11	0.05	1.0
gene_id_68960	14	2	14	4	0.166666666667	0.660228536758
gene_id_68962	4	12	10	8	-0.314285714286	0.0920894391514
gene_id_65726	2	14	3	15	-0.0827586206897	1.0
gene_id_83101	3	13	14	4	-0.588235294118	0.00155466332276
gene_id_22992	15	1	17	1	-0.03125	1.0
gene_id_22990	2	14	7	11	-0.337777777778	0.125088482152
gene_id_22997	15	1	16	2	0.150537634409	1.0
gene_id_90239	2	14	1	17	0.215053763441	0.590909090909
gene_id_37612	3	13	4	14	-0.0529100529101	1.0
gene_id_22978	13	3	14	4	0.0529100529101	1.0
gene_id_29509	1	15	0	18	0.545454545455	0.470588235294
gene_id_10310	6	10	6	12	0.0454545454545	1.0
gene_id_278	6	10	2	16	0.365384615385	0.10998752823
gene_id_4766	2	14	3	15	-0.0827586206897	1.0
gene_id_4760	5	11	9	9	-0.192857142857	0.315074720704
gene_id_50199	10	6	16	2	-0.365384615385	0.10998752823
gene_id_86883	1	15	7	11	-0.451923076923	0.0425051403917
gene_id_86550	7	9	8	10	-0.00701754385965	1.0
gene_id_86553	7	9	13	5	-0.292857142857	0.162505843852
gene_id_17064	9	7	16	2	-0.417777777778	0.0522803114572
gene_id_86887	5	11	13	5	-0.409722222222	0.0374030148068
gene_id_1741	7	9	6	12	0.10989010989	0.725376021667
gene_id_20280	9	7	8	10	0.117647058824	0.731857331097
gene_id_20283	14	2	17	1	-0.215053763441	0.590909090909
gene_id_25674	2	14	7	11	-0.337777777778	0.125088482152
gene_id_25673	2	14	7	11	-0.337777777778	0.125088482152
gene_id_20284	15	1	18	0	-0.545454545455	0.470588235294
gene_id_25671	14	2	14	4	0.166666666667	0.660228536758
gene_id_25670	10	6	8	10	0.180555555556	0.326918883512
gene_id_14069	4	12	0	18	0.6	0.0392444367776
gene_id_23280	10	6	4	14	0.414285714286	0.0348761103319
gene_id_86657	7	9	2	16	0.417777777778	0.0522803114572
gene_id_8023	7	9	9	9	-0.0625	0.744475809633
gene_id_27476	5	11	7	11	-0.0833333333333	0.728896841902
gene_id_42036	6	10	8	10	-0.0714285714286	0.738453353968
gene_id_38020	16	0	17	1	0.484848484848	1.0
gene_id_13543	13	3	16	2	-0.151724137931	0.648093841642
gene_id_30059	8	8	16	2	-0.466666666667	0.022914349277
gene_id_35578	10	6	11	7	0.014652014652	1.0
gene_id_13230	6	10	11	7	-0.235294117647	0.302829060852
gene_id_38021	5	11	6	12	-0.0237154150198	1.0
gene_id_40478	9	7	16	2	-0.417777777778	0.0522803114572
gene_id_35577	1	15	4	14	-0.31724137931	0.340175953079
gene_id_35576	8	8	6	12	0.171428571429	0.486714707163
gene_id_35571	8	8	9	9	0.0	1.0
gene_id_30050	11	5	11	7	0.0833333333333	0.728896841902
gene_id_13239	4	12	3	15	0.126984126984	0.681464253211
gene_id_5659	13	3	13	5	0.125	0.693261873462
gene_id_70022	5	11	6	12	-0.0237154150198	1.0
gene_id_75403	7	9	5	13	0.174242424242	0.475397784978
gene_id_75402	3	13	7	11	-0.241666666667	0.270057639802
gene_id_4492	6	10	13	5	-0.350877192982	0.082407183505
gene_id_4497	6	10	7	11	-0.014652014652	1.0
gene_id_4496	9	7	16	2	-0.417777777778	0.0522803114572
gene_id_4494	3	13	5	13	-0.125	0.693261873462
gene_id_10642	3	13	4	14	-0.0529100529101	1.0
gene_id_61277	1	15	7	11	-0.451923076923	0.0425051403917
gene_id_38026	12	4	12	6	0.1	0.714591970877
gene_id_11370	1	15	0	18	0.545454545455	0.470588235294
gene_id_37747	1	15	2	16	-0.150537634409	1.0
gene_id_63840	2	14	5	13	-0.232804232804	0.405399939327
gene_id_11373	4	12	5	13	-0.0355555555556	1.0
gene_id_36904	14	2	16	2	-0.0333333333333	1.0
gene_id_88675	8	8	13	5	-0.234432234432	0.290554722639
gene_id_88672	1	15	2	16	-0.150537634409	1.0
gene_id_88670	1	15	1	17	0.03125	1.0
gene_id_16415	13	3	13	5	0.125	0.693261873462
gene_id_88642	4	12	7	11	-0.158102766798	0.476751946607
gene_id_68215	13	3	11	7	0.241666666667	0.270057639802
gene_id_85288	15	1	18	0	-0.545454545455	0.470588235294
gene_id_88679	8	8	14	4	-0.30303030303	0.151414615273
gene_id_30591	7	9	15	3	-0.431818181818	0.0299430929696
gene_id_54283	2	14	8	10	-0.383333333333	0.0629588431591
gene_id_73801	4	12	8	10	-0.212121212121	0.296648449969
gene_id_23488	5	11	6	12	-0.0237154150198	1.0
gene_id_23489	7	9	7	11	0.05	1.0
gene_id_90040	3	13	2	16	0.151724137931	0.648093841642
gene_id_44960	1	15	5	13	-0.369047619048	0.18014966124
gene_id_65435	1	15	1	17	0.03125	1.0
gene_id_38626	15	1	16	2	0.150537634409	1.0
gene_id_59972	12	4	14	4	-0.0384615384615	1.0
gene_id_38197	12	4	15	3	-0.126984126984	0.681464253211
gene_id_21279	8	8	6	12	0.171428571429	0.486714707163
gene_id_38620	6	10	13	5	-0.350877192982	0.082407183505
gene_id_11378	2	14	9	9	-0.426877470356	0.0295884315907
gene_id_11797	5	11	1	17	0.440476190476	0.0782182222672
gene_id_84778	6	10	6	12	0.0454545454545	1.0
gene_id_38199	6	10	12	6	-0.291666666667	0.167926053951
gene_id_37802	5	11	4	14	0.115555555556	0.702699969663
gene_id_39863	1	15	0	18	0.545454545455	0.470588235294
gene_id_29295	3	13	9	9	-0.340909090909	0.079595686028
gene_id_39861	15	1	16	2	0.150537634409	1.0
gene_id_39867	0	16	1	17	-0.484848484848	1.0
gene_id_91125	4	12	4	14	0.0384615384615	1.0
gene_id_88528	1	15	0	18	0.545454545455	0.470588235294
gene_id_12656	1	15	3	15	-0.25	0.604105571848
gene_id_81507	1	15	4	14	-0.31724137931	0.340175953079
gene_id_57537	13	3	16	2	-0.151724137931	0.648093841642
gene_id_90041	2	14	2	16	0.0333333333333	1.0
gene_id_12655	1	15	1	17	0.03125	1.0
gene_id_67173	1	15	2	16	-0.150537634409	1.0
gene_id_13009	7	9	12	6	-0.231578947368	0.299817833019
gene_id_12654	1	15	2	16	-0.150537634409	1.0
gene_id_30428	4	12	5	13	-0.0355555555556	1.0
gene_id_90269	11	5	15	3	-0.201923076923	0.428995179829
gene_id_24108	6	10	1	17	0.486772486772	0.0348366872282
gene_id_24109	10	6	7	11	0.235294117647	0.302829060852
gene_id_24106	6	10	3	15	0.266666666667	0.249671352007
gene_id_24107	5	11	5	13	0.0416666666667	1.0
gene_id_24105	6	10	4	14	0.183333333333	0.456931944585
gene_id_24102	16	0	13	5	0.551724137931	0.0464895635674
gene_id_67461	11	5	13	5	-0.0416666666667	1.0
gene_id_67462	11	5	15	3	-0.201923076923	0.428995179829
gene_id_23737	8	8	9	9	0.0	1.0
gene_id_23560	5	11	2	16	0.306878306878	0.214278491253
gene_id_38999	1	15	1	17	0.03125	1.0
gene_id_38995	9	7	12	6	-0.10989010989	0.725376021667
gene_id_1714	1	15	0	18	0.545454545455	0.470588235294
gene_id_38992	3	13	2	16	0.151724137931	0.648093841642
gene_id_80907	6	10	3	15	0.266666666667	0.249671352007
gene_id_38442	7	9	3	15	0.325	0.134149054505
gene_id_52523	3	13	2	16	0.151724137931	0.648093841642
gene_id_41211	6	10	5	13	0.110671936759	0.716573971079
gene_id_14010	1	15	2	16	-0.150537634409	1.0
gene_id_38446	15	1	16	2	0.150537634409	1.0
gene_id_14016	3	13	6	12	-0.186666666667	0.447871372232
gene_id_38444	1	15	1	17	0.03125	1.0
gene_id_38445	3	13	9	9	-0.340909090909	0.079595686028
gene_id_14019	9	7	3	15	0.431818181818	0.0299430929696
gene_id_38449	5	11	10	8	-0.245614035088	0.18539117538
gene_id_82256	0	16	1	17	-0.484848484848	1.0
gene_id_41529	2	14	7	11	-0.337777777778	0.125088482152
gene_id_78870	2	14	6	12	-0.288461538462	0.232682778845
gene_id_14555	3	13	1	17	0.316666666667	0.322580645161
gene_id_18017	16	0	18	0	NA	1.0
gene_id_22147	9	7	9	9	0.0625	0.744475809633
gene_id_92931	6	10	2	16	0.365384615385	0.10998752823
gene_id_18011	15	1	17	1	-0.03125	1.0
gene_id_18546	7	9	9	9	-0.0625	0.744475809633
gene_id_90198	11	5	10	8	0.139194139194	0.496522706389
gene_id_7711	1	15	2	16	-0.150537634409	1.0
gene_id_7710	2	14	2	16	0.0333333333333	1.0
gene_id_22149	11	5	15	3	-0.201923076923	0.428995179829
gene_id_13240	9	7	14	4	-0.245059288538	0.274304783092
gene_id_90193	5	11	7	11	-0.0833333333333	0.728896841902
gene_id_77684	0	16	2	16	-0.5	0.486631016043
gene_id_23775	12	4	11	7	0.158102766798	0.476751946607
gene_id_41078	2	14	6	12	-0.288461538462	0.232682778845
gene_id_91011	8	8	8	10	0.0555555555556	1.0
gene_id_77686	2	14	2	16	0.0333333333333	1.0
gene_id_41072	8	8	17	1	-0.568888888889	0.0055617352614
gene_id_14271	9	7	6	12	0.231578947368	0.299817833019
gene_id_14270	10	6	11	7	0.014652014652	1.0
gene_id_75640	0	16	3	15	-0.516129032258	0.229946524064
gene_id_9814	11	5	10	8	0.139194139194	0.496522706389
gene_id_86993	13	3	15	3	-0.0357142857143	1.0
gene_id_30596	6	10	13	5	-0.350877192982	0.082407183505
gene_id_37806	4	12	1	17	0.386206896552	0.1642228739
gene_id_9818	6	10	5	13	0.110671936759	0.716573971079
gene_id_9819	15	1	15	3	0.25	0.604105571848
gene_id_21816	5	11	7	11	-0.0833333333333	0.728896841902
gene_id_8606	3	13	3	15	0.0357142857143	1.0
gene_id_37787	2	14	0	18	0.5625	0.213903743316
gene_id_78528	0	16	1	17	-0.484848484848	1.0
gene_id_88534	4	12	1	17	0.386206896552	0.1642228739
gene_id_79670	6	10	14	4	-0.414285714286	0.0348761103319
gene_id_74269	4	12	7	11	-0.158102766798	0.476751946607
gene_id_79676	11	5	15	3	-0.201923076923	0.428995179829
gene_id_73662	15	1	15	3	0.25	0.604105571848
gene_id_15410	7	9	9	9	-0.0625	0.744475809633
gene_id_11796	5	11	1	17	0.440476190476	0.0782182222672
gene_id_74266	0	16	5	13	-0.551724137931	0.0464895635674
gene_id_59028	15	1	18	0	-0.545454545455	0.470588235294
gene_id_80677	3	13	4	14	-0.0529100529101	1.0
gene_id_66411	2	14	7	11	-0.337777777778	0.125088482152
gene_id_84954	10	6	11	7	0.014652014652	1.0
gene_id_74264	1	15	2	16	-0.150537634409	1.0
gene_id_12384	4	12	2	16	0.238095238095	0.387197896653
gene_id_91029	7	9	9	9	-0.0625	0.744475809633
gene_id_27109	1	15	4	14	-0.31724137931	0.340175953079
gene_id_27108	2	14	2	16	0.0333333333333	1.0
gene_id_10298	0	16	0	18	NA	1.0
gene_id_2172	15	1	12	6	0.412698412698	0.0900495500051
gene_id_55661	5	11	10	8	-0.245614035088	0.18539117538
gene_id_55660	4	12	14	4	-0.527777777778	0.00509232958764
gene_id_91024	15	1	17	1	-0.03125	1.0
gene_id_91027	10	6	9	9	0.126315789474	0.50960003869
gene_id_66226	6	10	8	10	-0.0714285714286	0.738453353968
gene_id_21893	14	2	17	1	-0.215053763441	0.590909090909
gene_id_32378	10	6	12	6	-0.0454545454545	1.0
gene_id_67087	5	11	10	8	-0.245614035088	0.18539117538
gene_id_87273	1	15	0	18	0.545454545455	0.470588235294
gene_id_87272	16	0	18	0	NA	1.0
gene_id_64849	0	16	2	16	-0.5	0.486631016043
gene_id_26700	1	15	1	17	0.03125	1.0
gene_id_32370	16	0	18	0	NA	1.0
gene_id_64844	0	16	7	11	-0.592592592593	0.00804220970419
gene_id_64843	2	14	7	11	-0.337777777778	0.125088482152
gene_id_15272	7	9	10	8	-0.117647058824	0.731857331097
gene_id_960	10	6	10	8	0.0714285714286	0.738453353968
gene_id_33424	11	5	15	3	-0.201923076923	0.428995179829
gene_id_962	12	4	11	7	0.158102766798	0.476751946607
gene_id_33426	7	9	11	7	-0.173611111111	0.492106238901
gene_id_964	15	1	16	2	0.150537634409	1.0
gene_id_965	16	0	17	1	0.484848484848	1.0
gene_id_34430	8	8	8	10	0.0555555555556	1.0
gene_id_11194	14	2	16	2	-0.0333333333333	1.0
gene_id_35814	11	5	6	12	0.352941176471	0.0844146687268
gene_id_35815	5	11	11	7	-0.298611111111	0.100474550501
gene_id_35812	11	5	13	5	-0.0416666666667	1.0
gene_id_35813	9	7	6	12	0.231578947368	0.299817833019
gene_id_35810	1	15	3	15	-0.25	0.604105571848
gene_id_11192	3	13	7	11	-0.241666666667	0.270057639802
gene_id_14909	5	11	9	9	-0.192857142857	0.315074720704
gene_id_14904	11	5	14	4	-0.115555555556	0.702699969663
gene_id_12386	1	15	5	13	-0.369047619048	0.18014966124
gene_id_19765	14	2	14	4	0.166666666667	0.660228536758
gene_id_14901	16	0	17	1	0.484848484848	1.0
gene_id_14900	10	6	13	5	-0.110671936759	0.716573971079
gene_id_14902	10	6	5	13	0.350877192982	0.082407183505
gene_id_31484	8	8	16	2	-0.466666666667	0.022914349277
gene_id_78678	15	1	16	2	0.150537634409	1.0
gene_id_27445	5	11	7	11	-0.0833333333333	0.728896841902
gene_id_78675	4	12	8	10	-0.212121212121	0.296648449969
gene_id_78671	9	7	14	4	-0.245059288538	0.274304783092
gene_id_43517	0	16	1	17	-0.484848484848	1.0
gene_id_78672	1	15	11	7	-0.598484848485	0.00110912285793
gene_id_10578	14	2	18	0	-0.5625	0.213903743316
gene_id_20903	6	10	4	14	0.183333333333	0.456931944585
gene_id_20900	9	7	8	10	0.117647058824	0.731857331097
gene_id_20901	9	7	4	14	0.358974358974	0.0763714916735
gene_id_4430	7	9	12	6	-0.231578947368	0.299817833019
gene_id_45770	8	8	15	3	-0.379446640316	0.0662958843159
gene_id_15051	16	0	17	1	0.484848484848	1.0
gene_id_15052	16	0	17	1	0.484848484848	1.0
gene_id_71404	6	10	12	6	-0.291666666667	0.167926053951
gene_id_10576	1	15	0	18	0.545454545455	0.470588235294
gene_id_91016	6	10	4	14	0.183333333333	0.456931944585
gene_id_45820	15	1	11	7	0.451923076923	0.0425051403917
gene_id_2098	2	14	1	17	0.215053763441	0.590909090909
gene_id_11229	2	14	1	17	0.215053763441	0.590909090909
gene_id_74489	3	13	3	15	0.0357142857143	1.0
gene_id_45825	14	2	18	0	-0.5625	0.213903743316
gene_id_5833	4	12	2	16	0.238095238095	0.387197896653
gene_id_16503	13	3	16	2	-0.151724137931	0.648093841642
gene_id_2090	3	13	1	17	0.316666666667	0.322580645161
gene_id_11220	5	11	8	10	-0.139194139194	0.496522706389
gene_id_2095	2	14	5	13	-0.232804232804	0.405399939327
gene_id_2094	3	13	4	14	-0.0529100529101	1.0
gene_id_45498	14	2	16	2	-0.0333333333333	1.0
gene_id_1154	6	10	5	13	0.110671936759	0.716573971079
gene_id_29778	10	6	15	3	-0.266666666667	0.249671352007
gene_id_85922	11	5	15	3	-0.201923076923	0.428995179829
gene_id_5836	5	11	8	10	-0.139194139194	0.496522706389
gene_id_22050	7	9	5	13	0.174242424242	0.475397784978
gene_id_4436	5	11	11	7	-0.298611111111	0.100474550501
gene_id_65336	8	8	15	3	-0.379446640316	0.0662958843159
gene_id_52577	5	11	8	10	-0.139194139194	0.496522706389
gene_id_22055	2	14	0	18	0.5625	0.213903743316
gene_id_13870	1	15	0	18	0.545454545455	0.470588235294
gene_id_27479	6	10	6	12	0.0454545454545	1.0
gene_id_62872	0	16	1	17	-0.484848484848	1.0
gene_id_28358	4	12	10	8	-0.314285714286	0.0920894391514
gene_id_32597	1	15	1	17	0.03125	1.0
gene_id_62873	0	16	2	16	-0.5	0.486631016043
gene_id_89567	9	7	3	15	0.431818181818	0.0299430929696
gene_id_32591	6	10	8	10	-0.0714285714286	0.738453353968
gene_id_6392	16	0	18	0	NA	1.0
gene_id_6390	13	3	16	2	-0.151724137931	0.648093841642
gene_id_36289	3	13	4	14	-0.0529100529101	1.0
gene_id_36284	4	12	14	4	-0.527777777778	0.00509232958764
gene_id_36283	15	1	14	4	0.31724137931	0.340175953079
gene_id_69024	5	11	11	7	-0.298611111111	0.100474550501
gene_id_36281	14	2	14	4	0.166666666667	0.660228536758
gene_id_8251	0	16	0	18	NA	1.0
gene_id_2890	5	11	10	8	-0.245614035088	0.18539117538
gene_id_68777	5	11	11	7	-0.298611111111	0.100474550501
gene_id_68776	15	1	18	0	-0.545454545455	0.470588235294
gene_id_2671	2	14	5	13	-0.232804232804	0.405399939327
gene_id_5377	12	4	17	1	-0.386206896552	0.1642228739
gene_id_2896	3	13	0	18	0.58064516129	0.0935828877005
gene_id_2899	9	7	14	4	-0.245059288538	0.274304783092
gene_id_5378	8	8	10	8	-0.0555555555556	1.0
gene_id_68779	4	12	15	3	-0.589473684211	0.00142831809902
gene_id_68778	0	16	3	15	-0.516129032258	0.229946524064
gene_id_89933	15	1	17	1	-0.03125	1.0
gene_id_35746	9	7	13	5	-0.174242424242	0.475397784978
gene_id_9295	15	1	18	0	-0.545454545455	0.470588235294
gene_id_78209	2	14	4	14	-0.166666666667	0.660228536758
gene_id_35740	5	11	4	14	0.115555555556	0.702699969663
gene_id_35741	16	0	18	0	NA	1.0
gene_id_78206	1	15	9	9	-0.525	0.00789766407119
gene_id_78207	6	10	8	10	-0.0714285714286	0.738453353968
gene_id_78200	6	10	11	7	-0.235294117647	0.302829060852
gene_id_78202	2	14	6	12	-0.288461538462	0.232682778845
gene_id_29687	2	14	6	12	-0.288461538462	0.232682778845
gene_id_30381	4	12	6	12	-0.1	0.714591970877
gene_id_37526	15	1	18	0	-0.545454545455	0.470588235294
gene_id_69506	8	8	9	9	0.0	1.0
gene_id_9290	2	14	0	18	0.5625	0.213903743316
gene_id_37522	15	1	9	9	0.525	0.00789766407119
gene_id_51028	1	15	2	16	-0.150537634409	1.0
gene_id_15370	2	14	3	15	-0.0827586206897	1.0
gene_id_26196	2	14	2	16	0.0333333333333	1.0
gene_id_26195	2	14	4	14	-0.166666666667	0.660228536758
gene_id_62789	10	6	14	4	-0.183333333333	0.456931944585
gene_id_37528	3	13	2	16	0.151724137931	0.648093841642
gene_id_86432	6	10	8	10	-0.0714285714286	0.738453353968
gene_id_26191	6	10	5	13	0.110671936759	0.716573971079
gene_id_26190	1	15	3	15	-0.25	0.604105571848
gene_id_92590	7	9	5	13	0.174242424242	0.475397784978
gene_id_69791	14	2	18	0	-0.5625	0.213903743316
gene_id_92592	7	9	4	14	0.245059288538	0.274304783092
gene_id_69793	5	11	15	3	-0.535714285714	0.00446902648383
gene_id_70699	2	14	1	17	0.215053763441	0.590909090909
gene_id_36132	16	0	18	0	NA	1.0
gene_id_92597	3	13	0	18	0.58064516129	0.0935828877005
gene_id_23907	4	12	11	7	-0.364912280702	0.0454385710371
gene_id_51377	1	15	0	18	0.545454545455	0.470588235294
gene_id_23904	12	4	11	7	0.158102766798	0.476751946607
gene_id_36138	16	0	18	0	NA	1.0
gene_id_76983	2	14	7	11	-0.337777777778	0.125088482152
gene_id_78603	0	16	2	16	-0.5	0.486631016043
gene_id_23555	10	6	14	4	-0.183333333333	0.456931944585
gene_id_48427	6	10	6	12	0.0454545454545	1.0
gene_id_65073	6	10	16	2	-0.560606060606	0.00334348954555
gene_id_48936	12	4	12	6	0.1	0.714591970877
gene_id_48423	4	12	3	15	0.126984126984	0.681464253211
gene_id_48420	6	10	10	8	-0.180555555556	0.326918883512
gene_id_16959	10	6	11	7	0.014652014652	1.0
gene_id_29197	4	12	10	8	-0.314285714286	0.0920894391514
gene_id_30197	9	7	13	5	-0.174242424242	0.475397784978
gene_id_30192	11	5	12	6	0.0237154150198	1.0
gene_id_37429	8	8	12	6	-0.171428571429	0.486714707163
gene_id_37428	6	10	12	6	-0.291666666667	0.167926053951
gene_id_1276	6	10	4	14	0.183333333333	0.456931944585
gene_id_1277	10	6	13	5	-0.110671936759	0.716573971079
gene_id_1270	15	1	15	3	0.25	0.604105571848
gene_id_1271	10	6	16	2	-0.365384615385	0.10998752823
gene_id_80000	3	13	7	11	-0.241666666667	0.270057639802
gene_id_37421	4	12	13	5	-0.470588235294	0.0149191803234
gene_id_20195	1	15	0	18	0.545454545455	0.470588235294
gene_id_37423	2	14	4	14	-0.166666666667	0.660228536758
gene_id_37422	2	14	6	12	-0.288461538462	0.232682778845
gene_id_37425	5	11	5	13	0.0416666666667	1.0
gene_id_1279	15	1	18	0	-0.545454545455	0.470588235294
gene_id_26034	1	15	1	17	0.03125	1.0
gene_id_72045	15	1	16	2	0.150537634409	1.0
gene_id_56475	7	9	10	8	-0.117647058824	0.731857331097
gene_id_9259	13	3	14	4	0.0529100529101	1.0
gene_id_12559	13	3	14	4	0.0529100529101	1.0
gene_id_82423	12	4	14	4	-0.0384615384615	1.0
gene_id_33282	8	8	2	16	0.466666666667	0.022914349277
gene_id_9252	9	7	2	16	0.513833992095	0.00919540229885
gene_id_12555	14	2	15	3	0.0827586206897	1.0
gene_id_12556	12	4	16	2	-0.238095238095	0.387197896653
gene_id_72047	10	6	17	1	-0.486772486772	0.0348366872282
gene_id_28829	5	11	12	6	-0.352941176471	0.0844146687268
gene_id_9254	10	6	4	14	0.414285714286	0.0348761103319
gene_id_6220	1	15	0	18	0.545454545455	0.470588235294
gene_id_12083	9	7	14	4	-0.245059288538	0.274304783092
gene_id_85179	6	10	6	12	0.0454545454545	1.0
gene_id_33206	10	6	11	7	0.014652014652	1.0
gene_id_4582	4	12	4	14	0.0384615384615	1.0
gene_id_9592	6	10	12	6	-0.291666666667	0.167926053951
gene_id_21391	4	12	2	16	0.238095238095	0.387197896653
gene_id_72049	1	15	4	14	-0.31724137931	0.340175953079
gene_id_65987	7	9	14	4	-0.358974358974	0.0763714916735
gene_id_62439	0	16	3	15	-0.516129032258	0.229946524064
gene_id_75025	0	16	3	15	-0.516129032258	0.229946524064
gene_id_91824	16	0	18	0	NA	1.0
gene_id_29995	2	14	11	7	-0.512820512821	0.0052006254937
gene_id_86431	16	0	18	0	NA	1.0
gene_id_44881	16	0	17	1	0.484848484848	1.0
gene_id_57903	2	14	2	16	0.0333333333333	1.0
gene_id_33202	7	9	8	10	-0.00701754385965	1.0
gene_id_25785	9	7	8	10	0.117647058824	0.731857331097
gene_id_29998	3	13	10	8	-0.388278388278	0.0386484177266
gene_id_29999	6	10	8	10	-0.0714285714286	0.738453353968
gene_id_78132	16	0	17	1	0.484848484848	1.0
gene_id_38295	6	10	11	7	-0.235294117647	0.302829060852
gene_id_4021	3	13	9	9	-0.340909090909	0.079595686028
gene_id_1014	11	5	6	12	0.352941176471	0.0844146687268
gene_id_1015	9	7	6	12	0.231578947368	0.299817833019
gene_id_4024	14	2	15	3	0.0827586206897	1.0
gene_id_1017	11	5	15	3	-0.201923076923	0.428995179829
gene_id_1018	9	7	8	10	0.117647058824	0.731857331097
gene_id_1019	8	8	5	13	0.234432234432	0.290554722639
gene_id_46031	6	10	10	8	-0.180555555556	0.326918883512
gene_id_85233	1	15	3	15	-0.25	0.604105571848
gene_id_46034	11	5	11	7	0.0833333333333	0.728896841902
gene_id_12338	16	0	17	1	0.484848484848	1.0
gene_id_12339	4	12	4	14	0.0384615384615	1.0
gene_id_12888	1	15	0	18	0.545454545455	0.470588235294
gene_id_30889	2	14	2	16	0.0333333333333	1.0
gene_id_63895	3	13	5	13	-0.125	0.693261873462
gene_id_77945	3	13	6	12	-0.186666666667	0.447871372232
gene_id_12882	5	11	11	7	-0.298611111111	0.100474550501
gene_id_12331	2	14	7	11	-0.337777777778	0.125088482152
gene_id_12332	8	8	13	5	-0.234432234432	0.290554722639
gene_id_12334	6	10	14	4	-0.414285714286	0.0348761103319
gene_id_72324	11	5	14	4	-0.115555555556	0.702699969663
gene_id_12336	15	1	16	2	0.150537634409	1.0
gene_id_12337	14	2	14	4	0.166666666667	0.660228536758
gene_id_74415	3	13	1	17	0.316666666667	0.322580645161
gene_id_65195	3	13	3	15	0.0357142857143	1.0
gene_id_34408	4	12	3	15	0.126984126984	0.681464253211
gene_id_58285	2	14	8	10	-0.383333333333	0.0629588431591
gene_id_68806	13	3	9	9	0.340909090909	0.079595686028
gene_id_24146	0	16	0	18	NA	1.0
gene_id_93250	3	13	1	17	0.316666666667	0.322580645161
gene_id_14482	7	9	13	5	-0.292857142857	0.162505843852
gene_id_86948	13	3	18	0	-0.58064516129	0.0935828877005
gene_id_68907	0	16	0	18	NA	1.0
gene_id_89266	12	4	16	2	-0.238095238095	0.387197896653
gene_id_86947	16	0	16	2	0.5	0.486631016043
gene_id_86942	4	12	6	12	-0.1	0.714591970877
gene_id_86315	1	15	1	17	0.03125	1.0
gene_id_86940	4	12	1	17	0.386206896552	0.1642228739
gene_id_21764	7	9	7	11	0.05	1.0
gene_id_20344	15	1	18	0	-0.545454545455	0.470588235294
gene_id_86642	12	4	18	0	-0.6	0.0392444367776
gene_id_51301	1	15	2	16	-0.150537634409	1.0
gene_id_86235	1	15	3	15	-0.25	0.604105571848
gene_id_65174	2	14	4	14	-0.166666666667	0.660228536758
gene_id_93253	1	15	1	17	0.03125	1.0
gene_id_86644	3	13	5	13	-0.125	0.693261873462
gene_id_88247	10	6	14	4	-0.183333333333	0.456931944585
gene_id_81331	2	14	5	13	-0.232804232804	0.405399939327
gene_id_88245	12	4	17	1	-0.386206896552	0.1642228739
gene_id_88244	10	6	17	1	-0.486772486772	0.0348366872282
gene_id_19999	11	5	12	6	0.0237154150198	1.0
gene_id_86311	12	4	18	0	-0.6	0.0392444367776
gene_id_88241	5	11	2	16	0.306878306878	0.214278491253
gene_id_13688	12	4	13	5	0.0355555555556	1.0
gene_id_13686	11	5	9	9	0.192857142857	0.315074720704
gene_id_13685	5	11	6	12	-0.0237154150198	1.0
gene_id_65177	3	13	6	12	-0.186666666667	0.447871372232
gene_id_42483	2	14	4	14	-0.166666666667	0.660228536758
gene_id_21359	12	4	10	8	0.212121212121	0.296648449969
gene_id_85369	16	0	17	1	0.484848484848	1.0
gene_id_85368	3	13	8	10	-0.292490118577	0.151946607341
gene_id_84546	16	0	18	0	NA	1.0
gene_id_23854	16	0	18	0	NA	1.0
gene_id_6221	1	15	0	18	0.545454545455	0.470588235294
gene_id_30440	3	13	1	17	0.316666666667	0.322580645161
gene_id_81344	1	15	5	13	-0.369047619048	0.18014966124
gene_id_22615	3	13	7	11	-0.241666666667	0.270057639802
gene_id_38871	11	5	16	2	-0.306878306878	0.214278491253
gene_id_66704	4	12	1	17	0.386206896552	0.1642228739
gene_id_38877	5	11	8	10	-0.139194139194	0.496522706389
gene_id_38875	13	3	14	4	0.0529100529101	1.0
gene_id_31100	1	15	0	18	0.545454545455	0.470588235294
gene_id_31103	4	12	5	13	-0.0355555555556	1.0
gene_id_59896	1	15	1	17	0.03125	1.0
gene_id_28644	13	3	18	0	-0.58064516129	0.0935828877005
gene_id_11178	3	13	3	15	0.0357142857143	1.0
gene_id_28649	8	8	10	8	-0.0555555555556	1.0
gene_id_31109	2	14	1	17	0.215053763441	0.590909090909
gene_id_12591	6	10	2	16	0.365384615385	0.10998752823
